"","shortId","child.gender","child.additionalInformation","ageRegistration","ageExitsurvey","withdrawn","consent","consentnotes","usable","allcoders","coderComments.Kim","coderComments.Jessica","coderComments.Alice","nVideosExpected","nVideosFound","expectedDuration","actualDuration","exit.survey.withdrawal","exit.survey.useOfMedia","exit.survey.databraryShare","exit.survey.feedback","mood.survey.active","mood.survey.childHappy","mood.survey.rested","mood.survey.healthy","mood.survey.doingBefore","mood.survey.lastEat","mood.survey.napWakeUp","mood.survey.nextNap","mood.survey.usualNapSchedule","mood.survey.ontopofstuff","mood.survey.parentHappy","mood.survey.energetic","child.ageAtBirth","codedby_Alice","codedby_Jessica","use_coder","has_preview","videonum","calibration","duration","left","ooftime","right","stimuli","trialnum","event","concept","object","unexpectedLeft","unexpectedRight","lessExpectedLeft","outcomeLeft","outcomeRight","comparison","fracLeft","fracLessExpected","fracAbs","metric","totalLT","child.proquint"
"196","58023462c0d9d7007d2a8231","male","",12.39452055,12.39452055,FALSE,"yes","child present, crying","yes","['Realtime', 'Jessica']",NA,"","",26,26,553.954,553.933333,FALSE,"public","yes","It was fun even though he was wiggly!",7,6,6,6,"Playing with his brother's ipad (Proloquo)",10,70,180,"yes",4,3,7,"37 weeks",FALSE,TRUE,"Jessica",TRUE,5,0.880706781279847,17000,7379,0,6666,"calibration",4,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.525382698469206,NA,0.525382698469206,0.880706781279847,14.045,"mibir-giziv"
"197","58025409c0d9d7007e2a823f","male","",4.208219178,4.208219178,FALSE,"yes","child present, adorable!!","yes","['Jessica', 'Realtime']",NA,"","",25,25,466.98,466.966667,FALSE,"public","yes","Thank you for allowing us to participate. This was fun",7,6,6,7,"Playing with me",30,45,NA,"no",7,7,7,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,5,NA,17000,1373,0,12162,"sbs_same_B_A_funnel_c1_b1_NR",5,"same","control","funnel",FALSE,FALSE,NA,"B","A","A:B",0.101440709272257,NA,0.898559290727743,0.898559290727743,13.535,"makap-hotom"
"198","5803dc17c0d9d7007d2a82ea","female","",9.534246575,9.534246575,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"","",25,25,457.761,457.766667,FALSE,"public","yes","",6,2,4,2,"Playing on the ground ",120,60,120,"yes",6,7,4,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,5,NA,17000,6613,0,9453,"sbs_stay_next-to_near_brush_c2_green_NN",5,"stay","support","brush",TRUE,TRUE,FALSE,"next-to","near","near:next-to",0.411614589817005,0.588385410182995,0.588385410182995,0.588385410182995,16.066,"kutiv-gimig"
"199","57e4675fc0d9d70060c680ee","male","",12.75616438,12.75616438,FALSE,"yes","child present, camera far from screen","yes","['Alice']",NA,"","difficult angle",25,25,477.778,477.766667,FALSE,"private","yes","",7,6,6,7,"playing outside",60,210,60,"yes",4,6,3,"40 or more weeks",TRUE,FALSE,"Alice",FALSE,6,NA,17000,8055,0,3868,"sbs_toss_down_up_whiteball_c2_b1_RR",6,"toss","gravity","whiteball",FALSE,TRUE,FALSE,"down","up","down:up",0.675585003774218,0.324414996225782,0.675585003774218,0.324414996225782,11.923,"vuton-jikut"
"200","57e56dbdc0d9d70060c681f9","female","",8.679452055,8.679452055,FALSE,"yes","child present","yes","['Alice']",NA,"","",25,23,396.937,396.933333,FALSE,"scientific","yes","",7,7,6,7,"in her jumper",15,120,NA,"no",7,7,2,"37 weeks",TRUE,FALSE,"Alice",FALSE,6,NA,17000,4793,0,6042,"sbs_toss_down_up_spray_c1_b1_NN",6,"toss","gravity","spray",FALSE,TRUE,FALSE,"down","up","down:up",0.442362713428703,0.557637286571297,0.557637286571297,0.557637286571297,10.835,"lovol-juhan"
"201","57e57274c0d9d70061c681ff","male","",10.91506849,10.91506849,FALSE,"yes","child present","yes","['Alice']",NA,"","a lot of bouncing",25,22,404.554,404.566667,FALSE,"scientific","yes","",6,4,3,5,"Nursing/Playing",5,126,NA,"no",7,7,5,"38 weeks",TRUE,FALSE,"Alice",FALSE,6,NA,17000,5067,0,2592,"sbs_stay_next-to_mostly-on_brush_c2_green_NN",6,"stay","support","brush",TRUE,FALSE,TRUE,"next-to","mostly-on","mostly-on:next-to",0.661574618096357,0.661574618096357,0.661574618096357,0.661574618096357,7.659,"duliz-zuriz"
"202","57e596f6c0d9d70060c68274","female","",11.40821918,11.40821918,FALSE,"yes","child present","yes","['Alice']",NA,"","parent keeps peeking",25,25,462.382,462.366667,FALSE,"private","yes","",7,7,7,7,"taking a nap",15,60,180,"yes",7,6,7,"39 weeks",TRUE,FALSE,"Alice",FALSE,6,0.580677180985993,17000,12436,0,366,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.971410717075457,NA,0.971410717075457,0.580677180985993,12.802,"fadot-kopuh"
"203","57e939a7c0d9d70060c68458","female","",11.76986301,11.76986301,FALSE,"yes","child present","yes","['Alice']",NA,"","blurry, far from camera",25,22,394.653,394.633333,FALSE,"scientific","yes","",7,7,2,7,"playing",120,150,NA,"no",7,7,2,"40 or more weeks",TRUE,FALSE,"Alice",FALSE,6,NA,17000,3834,0,13166,"sbs_stay_near_slightly-on_shoe_c2_green_RR",6,"stay","support","shoe",TRUE,TRUE,TRUE,"near","slightly-on","near:slightly-on",0.225529411764706,0.225529411764706,0.774470588235294,0.225529411764706,17,"buzus-sijif"
"204","57e9e708c0d9d70061c68494","female","",7.62739726,7.62739726,FALSE,"yes","child present, adorable, clear view","yes","['Alice']",NA,"","about 5 seconds of frozen screen (at 65-70s); sporadically choppy, esp. at 237s, 388s",25,25,473.528,473.533333,FALSE,"public","yes","thank you",4,6,5,7,"playing with daddy",40,90,NA,"no",7,7,5,"40 or more weeks",TRUE,FALSE,"Alice",FALSE,6,NA,17000,16534,0,466,"sbs_toss_up_down_spray_c2_b1_RR",6,"toss","gravity","spray",TRUE,FALSE,TRUE,"up","down","down:up",0.972588235294118,0.972588235294118,0.972588235294118,0.972588235294118,17,"bitaj-zifih"
"205","57eae5cac0d9d70061c684e2","male","Large for gestational age at birth",4.701369863,4.701369863,FALSE,"yes","child present","yes","['Alice']",NA,"","parent keeps peeking; 191s (right/left discern); 236 slight jump?",14,14,254.295,254.3,FALSE,"private","yes","No technical problems that I saw, facing the other way as I was. Would have been nice to have a camera view on screen to make sure child is visible. ",6,6,4,7,"tummy time",5,60,NA,"no",3,5,3,"36 weeks",TRUE,FALSE,"Alice",FALSE,6,NA,17000,337,0,10430,"sbs_same_A_B_wrench_c1_b1_RR",6,"same","control","wrench",FALSE,FALSE,NA,"A","B","A:B",0.0312993405776911,NA,0.968700659422309,0.968700659422309,10.767,"bivos-bozok"
"206","5802adbdc0d9d7007d2a827f","male","",9.073972603,9.073972603,FALSE,"yes","child present, audio is strange, maybe deliberate distortion filter but comprehensible","yes","['Alice']",NA,"","",25,25,472.876,472.866667,FALSE,"private","yes","",7,6,4,6,"Playing, crawling",5,200,90,"yes",5,5,3,"36 weeks",TRUE,FALSE,"Alice",FALSE,6,NA,17000,1899,900,1570,"sbs_same_A_B_wrench_c1_b1_NN",6,"same","control","wrench",FALSE,FALSE,NA,"A","B","A:B",0.54742000576535,NA,0.54742000576535,0.54742000576535,3.469,"pitap-bahad"
"207","58058406c0d9d7003bbae44e","male","",4.273972603,4.273972603,FALSE,"yes","no child present","yes","['Alice']",NA,"","",25,25,478.109,478.1,FALSE,"private","no","",5,5,2,7,"playing in his crib",64,240,31,"yes",4,3,3,"39 weeks",TRUE,FALSE,"Alice",FALSE,6,0.975816765492385,17000,6001,0,7600,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.441217557532534,NA,0.558782442467466,0.975816765492385,13.601,"folag-vizun"
"208","57ddb1d7c0d9d70061c67cb4","male","",12.55890411,12.55890411,FALSE,"yes","","yes","['Training', 'Jessica', 'Realtime']",NA,"","",26,25,479.95,479.933333,FALSE,"public","yes","",5,2,1,6,"Playing outside. ",1,240,180,"yes",6,6,6,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,7371,0,4696,"sbs_toss_down_up_lotion_c2_b1_NN",6,"toss","gravity","lotion",FALSE,TRUE,FALSE,"down","up","down:up",0.610839479572387,0.389160520427613,0.610839479572387,0.389160520427613,12.067,"tirol-fazam"
"209","57ddb4fec0d9d70061c67cbe","female","",12.75616438,12.75616438,FALSE,"yes","","yes","['Training', 'Jessica', 'Realtime']",NA,"baby's eyes don't move much at all (both in length of time and angle)","baby's eyes don't move enough to code ",26,26,557.604,557.6,FALSE,"public","yes","",7,7,6,3,"Playing with toys, then took nap",45,62,300,"yes",4,6,3,"37 weeks",FALSE,TRUE,"Jessica",TRUE,6,NA,17000,0,0,16357,"sbs_same_B_A_box_c1_b1_NR",5,"same","control","box",FALSE,FALSE,NA,"B","A","A:B",0,NA,1,1,16.357,"roluz-sozid"
"210","57ddbde4c0d9d70061c67d1d","male","",12.5260274,12.5260274,FALSE,"yes","","yes","['Training', 'Jessica', 'Realtime']",NA,"baby laughs a lot","",25,10,173.138,173.1,FALSE,"public","yes","He made it! Good work... I didn't think he had a chance at 12 minutes. I should have watched the videos before so I knew why he was laughing ",7,6,4,7,"Playing with toys on the floor ",15,180,NA,"no",2,6,3,"38 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,9800,0,5992,"sbs_same_B_A_wrench_c1_b1_NN",6,"same","control","wrench",FALSE,FALSE,NA,"B","A","A:B",0.620567375886525,NA,0.620567375886525,0.620567375886525,15.792,"pogom-ligis"
"211","57ddd64ac0d9d70060c67dd8","female","",11.80273973,11.80273973,FALSE,"yes","","yes","['Training', 'Jessica', 'Realtime']",NA,"a lot of bouncing","baby bounced up and down ",25,25,477.455,477.433333,FALSE,"private","yes","",6,7,4,7,"Cuddling with me and reading a book",5,20,75,"yes",7,7,7,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,6820,0,6548,"sbs_ramp_up_down_lotion_c2_b1_RR",6,"ramp","gravity","lotion",TRUE,FALSE,TRUE,"up","down","down:up",0.51017354877319,0.51017354877319,0.51017354877319,0.51017354877319,13.368,"nisan-nisip"
"212","57de081fc0d9d70061c67e39","female","",5.950684932,5.950684932,FALSE,"yes","ADORABLE and great video quality","yes","['Training', 'Jessica', 'Realtime']",NA,"hard to tell when looking away or left","",25,25,477.433,477.433333,FALSE,"private","yes","",7,7,6,7,"playing",60,150,NA,"no",7,7,6,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,3069,0,6013,"sbs_same_A_B_funnel_c1_b1_NR",6,"same","control","funnel",FALSE,FALSE,NA,"A","B","A:B",0.337921162739485,NA,0.662078837260515,0.662078837260515,9.082,"nukun-damiv"
"213","57de80edc0d9d70061c67e87","female","",7.331506849,7.331506849,FALSE,"yes","delightfully chaotic bg noise, playroom","yes","['Jessica', 'Realtime']",NA,"","",25,25,477.492,477.5,FALSE,"private","yes","",6,5,7,7,"playing in jumper while I made her bottle",470,435,NA,"no",5,6,3,"39 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,9833,0,7167,"sbs_same_B_A_wrench_c1_b1_NR",6,"same","control","wrench",FALSE,FALSE,NA,"B","A","A:B",0.578411764705882,NA,0.578411764705882,0.578411764705882,17,"bomal-lazut"
"214","57df1174c0d9d70061c67ecb","male","",4.569863014,4.569863014,FALSE,"yes","","yes","['Jessica', 'Realtime']",NA,"parent is facing the camera, bad sun glare","",25,25,477.346,477.333333,FALSE,"private","no","Sorry I didn't turn around during the video - I don't feel comfortable letting my child watch ""tv"" without me watching what they're seeing (I know, I previewed it ahead, but it's my own personal policy).  I did make sure to keep my face behind him the whole time, though, so he didn't get any visual input from me, and I did stay quiet.  Hope it still works.",6,3,3,7,"playing in his bouncy seat",60,75,60,"yes",6,5,1,"27 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,4526,0,8071,"sbs_stay_near_next-to_shoe_c2_green_NN",6,"stay","support","shoe",TRUE,TRUE,TRUE,"near","next-to","near:next-to",0.35929189489561,0.35929189489561,0.64070810510439,0.35929189489561,12.597,"dodul-runiz"
"215","57e2a7e2c0d9d70061c67ef7","female","",6.345205479,6.345205479,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"","",25,25,478.084,478.066667,FALSE,"public","yes","",7,7,7,7,"nursing/playing",20,180,60,"yes",4,7,4,"37 weeks",FALSE,TRUE,"Jessica",FALSE,6,1,17000,933,0,1268,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.423898228078146,NA,0.576101771921854,1,2.201,"ninoj-tulol"
"216","57e2c6a4c0d9d70060c67f5f","female","",5.950684932,5.950684932,FALSE,"yes","no child present","yes","['Jessica', 'Realtime']",NA,"","",25,24,457.453,457.433333,FALSE,"private","yes","",7,7,6,7,"laying down next to me playing with her feet",30,35,NA,"no",4,4,1,"28 weeks",FALSE,TRUE,"Jessica",FALSE,6,0.76984321411073,17000,8262,0,3300,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.714582252205501,NA,0.714582252205501,0.76984321411073,11.562,"tuvur-diduz"
"217","57e2c72dc0d9d70060c67f62","male","",5.720547945,5.720547945,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"","",26,26,496.378,496.366667,FALSE,"public","no","",6,7,6,7,"Playing in a bouncy chair",20,65,300,"yes",6,6,5,"39 weeks",FALSE,TRUE,"Jessica",TRUE,6,NA,17000,3934,0,5440,"sbs_ramp_down_up_cup_c1_b2_NN",5,"ramp","gravity","cup",FALSE,TRUE,FALSE,"down","up","down:up",0.419671431619373,0.580328568380627,0.580328568380627,0.580328568380627,9.374,"tovob-majih"
"218","57e31f43c0d9d70060c67fbe","female","",11.01369863,11.01369863,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"very dark/blurry","",25,25,469.77,469.733333,FALSE,"private","yes","",7,7,6,7,"Playing  with toys",60,120,240,"yes",7,7,6,"38 weeks",FALSE,TRUE,"Jessica",FALSE,6,0.989224518636283,17000,2532,0,3001,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.457617928790891,NA,0.542382071209109,0.989224518636283,5.533,"dasoj-nahot"
"219","57e4373ac0d9d70061c68066","female","",4.602739726,4.602739726,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"","",25,25,477.529,477.5,FALSE,"scientific","yes","It was a little long for a 4 month old but it seemed to work out! Great that there is a pause button.",6,3,3,7,"At my hip outside ",10,20,NA,"no",4,5,2,"36 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,7089,0,2076,"sbs_ramp_up_down_whiteball_c1_b2_RN",6,"ramp","gravity","whiteball",TRUE,FALSE,TRUE,"up","down","down:up",0.773486088379705,0.773486088379705,0.773486088379705,0.773486088379705,9.165,"fuduk-lajor"
"220","57e447adc0d9d70060c680b9","male","",10.91506849,10.91506849,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"","",25,25,462.612,462.566667,FALSE,"public","yes","",6,7,3,6,"playing with toys",5,20,120,"yes",5,7,3,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,1,17000,5697,0,9470,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.375618118283115,NA,0.624381881716885,1,15.167,"gufis-pagoz"
"221","57e52c44c0d9d70061c68182","female","",5.095890411,5.095890411,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"a lot of outofframe and peeking","",26,26,463.474,463.466667,FALSE,"public","yes","This was a cool study! It was hard to keep my little one still though for the duration of the study - she's on the young side of your study so I guess that's to be expected :) She also pulled my laptop off the table at one point somewhere towards the middle of the videos...sorry!",6,6,7,7,"napping",75,15,105,"yes",7,7,7,"40 or more weeks",FALSE,TRUE,"Jessica",TRUE,6,0.993313069908815,17000,2500,0,4766,"calibration",5,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.344068263143408,NA,0.655931736856592,0.993313069908815,7.266,"zodud-sozot"
"222","57e531b2c0d9d70061c6818f","female","She was a Frozen Egg Transfer.",11.14520548,11.14520548,FALSE,"yes","child present (& in background)","yes","['Jessica']",NA,"","",25,25,464.12,464.1,FALSE,"scientific","yes","",5,4,5,6,"playing",15,105,45,"yes",6,6,3,"38 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,7105,0,9895,"sbs_same_B_A_eraser_c1_b1_RR",6,"same","control","eraser",FALSE,FALSE,NA,"B","A","A:B",0.417941176470588,NA,0.582058823529412,0.582058823529412,17,"miduk-bigab"
"223","57e55b4ec0d9d70060c681de","female","",12.72328767,12.72328767,FALSE,"yes","child present, ADORABLE example","yes","['Jessica']",NA,"","",25,25,478.792,478.8,FALSE,"private","yes","",5,7,7,7,"sleeping",60,3,180,"yes",6,7,6,"39 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,6455,0,10545,"sbs_same_A_B_scissors_c1_b1_NR",6,"same","control","scissors",FALSE,FALSE,NA,"A","B","A:B",0.379705882352941,NA,0.620294117647059,0.620294117647059,17,"duvog-hazub"
"224","57e571a5c0d9d70060c68210","female","",6.969863014,6.969863014,FALSE,"yes","child present, ADORABLE (smiling at mom)","yes","['Jessica']",NA,"","",25,25,476.553,476.533333,FALSE,"public","yes","I look forward to seeing the results of this study. ",7,5,5,7,"playing inside",16,45,75,"yes",6,6,5,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,0.93689627155367,17000,7465,0,8334,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.472498259383505,NA,0.527501740616495,0.93689627155367,15.799,"duvig-mohud"
"225","57e58450c0d9d70061c6822e","female","",6.016438356,6.016438356,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"a lot of bouncing","",25,25,462.268,462.2,FALSE,"scientific","yes","",7,7,7,6,"Playing",120,30,180,"yes",5,5,4,"39 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,3734,0,5600,"sbs_stay_near_next-to_shoe_c2_green_NR",6,"stay","support","shoe",TRUE,TRUE,TRUE,"near","next-to","near:next-to",0.400042854081851,0.400042854081851,0.599957145918149,0.400042854081851,9.334,"divuh-zobop"
"226","57e58e3cc0d9d70061c6824b","male","",6.936986301,6.936986301,FALSE,"yes","child present","yes","['Jessica']",NA,"","",25,25,474.97,474.933333,FALSE,"scientific","yes","Henry thoroughly loved this study!",5,3,3,3,"We just got home from Costco.",4,165,NA,"no",3,5,2,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,2604,0,4069,"sbs_ramp_up_down_spray_c2_b1_RR",6,"ramp","gravity","spray",TRUE,FALSE,TRUE,"up","down","down:up",0.390229282181927,0.390229282181927,0.609770717818073,0.390229282181927,6.673,"fivuf-tolof"
"227","57e68b98c0d9d70060c68303","female","",12.03287671,12.03287671,FALSE,"yes","no child present","yes","['Jessica']",NA,"","",25,25,473.689,473.666667,FALSE,"scientific","yes","Abby enjoyed being in the project :)",3,6,6,6,"napping",195,9,180,"yes",6,6,5,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,11588,0,5412,"sbs_ramp_up_down_spray_c2_b2_NR",6,"ramp","gravity","spray",TRUE,FALSE,TRUE,"up","down","down:up",0.681647058823529,0.681647058823529,0.681647058823529,0.681647058823529,17,"naniz-bopam"
"228","57e698f9c0d9d70060c6832a","male","no issues",12.39452055,12.39452055,FALSE,"yes","child present","yes","['Jessica']",NA,"","",26,26,486.264,486.266667,FALSE,"public","yes","",7,3,4,7,"playing inside",60,135,36,"yes",3,7,3,"39 weeks",FALSE,TRUE,"Jessica",TRUE,6,0.978198411357107,17000,6979,0,10021,"calibration",5,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.410529411764706,NA,0.589470588235294,0.978198411357107,17,"sipov-vuvol"
"229","57e6e8f3c0d9d70061c68346","female","",9.501369863,9.501369863,FALSE,"yes","child present","yes","['Jessica']",NA,"a lot of peeking and outofframe","",26,26,596.864,596.866667,FALSE,"private","yes","babys attention span is not that long, i suggest shorter videos ",5,6,5,7,"playing in play pen ",10,240,NA,"no",5,6,5,"39 weeks",FALSE,TRUE,"Jessica",TRUE,6,NA,17000,1468,0,14599,"sbs_stay_mostly-on_slightly-on_hammer_c2_green_RN",5,"stay","support","hammer",FALSE,TRUE,FALSE,"mostly-on","slightly-on","mostly-on:slightly-on",0.0913673990166179,0.908632600983382,0.908632600983382,0.908632600983382,16.067,"sujim-zolus"
"230","57e70cfbc0d9d70061c68364","female","",5.194520548,5.194520548,FALSE,"yes","child present","yes","['Jessica']",NA,"","",25,24,457.421,457.4,FALSE,"scientific","yes","",5,7,7,7,"Playing with toys",60,5,NA,"no",5,7,5,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,12851,0,815,"sbs_stay_next-to_slightly-on_book_c2_green_NR",6,"stay","support","book",TRUE,TRUE,TRUE,"next-to","slightly-on","next-to:slightly-on",0.94036294453388,0.94036294453388,0.94036294453388,0.94036294453388,13.666,"tufuj-juzid"
"231","57e7dc04c0d9d70060c683c8","female","",12.06575342,12.06575342,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"parent in background (not holding child) looks at camera","",25,25,352.577,352.566667,FALSE,"scientific","yes","",7,7,7,7,"playing with her grandma and toys",900,690,NA,"no",5,7,4,"34 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,4534,0,12466,"sbs_salience_boring_interesting_spoon_c1_b1_RR",6,"salience","control","spoon",FALSE,TRUE,FALSE,"boring","interesting","boring:interesting",0.266705882352941,0.733294117647059,0.733294117647059,0.733294117647059,17,"pusih-nuvit"
"232","57e88563c0d9d70060c6840d","female","",10.48767123,10.48767123,FALSE,"yes","no child present","yes","['Jessica', 'Realtime']",NA,"","",25,25,471.302,471.3,FALSE,"private","no","",6,5,3,7,"playing in her crib",120,1200,NA,"no",4,6,4,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,0.842820945945946,17000,7830,0,9168,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.460642428521002,NA,0.539357571478998,0.842820945945946,16.998,"hifib-badih"
"233","57e916e1c0d9d70061c683f2","female","",12.46027397,12.46027397,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"","",25,25,456.865,456.866667,FALSE,"public","yes","",5,7,5,7,"laying in crib",10,60,NA,"no",5,6,2,"39 weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,8866,0,8134,"sbs_ramp_up_down_whiteball_c1_b2_RN",6,"ramp","gravity","whiteball",TRUE,FALSE,TRUE,"up","down","down:up",0.521529411764706,0.521529411764706,0.521529411764706,0.521529411764706,17,"lohig-pibas"
"234","57e9f9bfc0d9d70060c684ea","female","",4.602739726,4.602739726,FALSE,"yes","child present, adorable, clear view","yes","['Jessica']",NA,"","",25,25,614.156,614.166667,FALSE,"scientific","yes","",4,4,3,3,"playing",60,120,NA,"yes-overdue",6,6,6,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,6813,0,5032,"sbs_ramp_up_down_cup_c1_b2_RN",6,"ramp","gravity","cup",TRUE,FALSE,TRUE,"up","down","down:up",0.575179400590967,0.575179400590967,0.575179400590967,0.575179400590967,11.845,"zotut-lagag"
"235","57ea1af0c0d9d70061c684b5","female","",6.312328767,6.312328767,FALSE,"yes","child present","yes","['Jessica']",NA,"","",25,25,437.784,437.8,FALSE,"scientific","yes","",6,6,6,7,"walking in the stroller",91,120,60,"yes",6,4,3,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,11371,0,2233,"sbs_stay_slightly-on_mostly-on_shoe_c2_green_NR",6,"stay","support","shoe",TRUE,FALSE,TRUE,"slightly-on","mostly-on","mostly-on:slightly-on",0.83585710085269,0.83585710085269,0.83585710085269,0.83585710085269,13.604,"bilab-tigoz"
"236","580170c8c0d9d7007e2a81ce","female","no problems",4.010958904,4.010958904,FALSE,"yes","child present","yes","['Jessica']",NA,"","",25,25,473.744,473.733333,FALSE,"public","yes","it was an interesting study! I am doing this trough Mturk and I accidentally submitted the HIT without answering all the questions from the site. I hope it won't be a problem. I didn't have any difficulties during the study!",6,4,5,7,"sleeping",320,310,NA,"no",6,6,7,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,3864,0,3645,"sbs_toss_down_up_lotion_c1_b1_NN",6,"toss","gravity","lotion",FALSE,TRUE,FALSE,"down","up","down:up",0.514582500998801,0.485417499001199,0.514582500998801,0.485417499001199,7.509,"bavok-pirib"
"237","58023462c0d9d7007d2a8231","male","",12.39452055,12.39452055,FALSE,"yes","child present, crying","yes","['Realtime', 'Jessica']",NA,"","",26,26,553.954,553.933333,FALSE,"public","yes","It was fun even though he was wiggly!",7,6,6,6,"Playing with his brother's ipad (Proloquo)",10,70,180,"yes",4,3,7,"37 weeks",FALSE,TRUE,"Jessica",TRUE,6,NA,17000,5264,0,11203,"sbs_ramp_up_down_whiteball_c1_b2_RR",5,"ramp","gravity","whiteball",TRUE,FALSE,TRUE,"up","down","down:up",0.319669642314933,0.319669642314933,0.680330357685067,0.319669642314933,16.467,"mibir-giziv"
"238","58025409c0d9d7007e2a823f","male","",4.208219178,4.208219178,FALSE,"yes","child present, adorable!!","yes","['Jessica', 'Realtime']",NA,"","",25,25,466.98,466.966667,FALSE,"public","yes","Thank you for allowing us to participate. This was fun",7,6,6,7,"Playing with me",30,45,NA,"no",7,7,7,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,0.89240770064172,17000,8228,0,8772,"calibration",6,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.484,NA,0.516,0.89240770064172,17,"makap-hotom"
"239","5803dc17c0d9d7007d2a82ea","female","",9.534246575,9.534246575,FALSE,"yes","child present","yes","['Jessica', 'Realtime']",NA,"","",25,25,457.761,457.766667,FALSE,"public","yes","",6,2,4,2,"Playing on the ground ",120,60,120,"yes",6,7,4,"40 or more weeks",FALSE,TRUE,"Jessica",FALSE,6,NA,17000,2088,0,13812,"sbs_same_B_A_funnel_c1_b1_RR",6,"same","control","funnel",FALSE,FALSE,NA,"B","A","A:B",0.131320754716981,NA,0.868679245283019,0.868679245283019,15.9,"kutiv-gimig"
"240","57e4675fc0d9d70060c680ee","male","",12.75616438,12.75616438,FALSE,"yes","child present, camera far from screen","yes","['Alice']",NA,"","difficult angle",25,25,477.778,477.766667,FALSE,"private","yes","",7,6,6,7,"playing outside",60,210,60,"yes",4,6,3,"40 or more weeks",TRUE,FALSE,"Alice",FALSE,7,NA,17000,4734,0,3485,"sbs_stay_slightly-on_next-to_brush_c2_green_NN",7,"stay","support","brush",TRUE,TRUE,FALSE,"slightly-on","next-to","next-to:slightly-on",0.575982479620392,0.424017520379608,0.575982479620392,0.424017520379608,8.219,"vuton-jikut"
"241","57e4a294c0d9d70061c68140","female","",4.832876712,4.832876712,FALSE,"yes","no child present","yes","['Alice']",NA,"","a lot of squirming, blurry, suddenly dark once",25,23,432.699,432.7,FALSE,"private","yes","",7,7,7,7,"Playing in her jungle gym",60,30,85,"yes",4,4,4,"37 weeks",TRUE,FALSE,"Alice",FALSE,7,0.851645348201596,17000,7521,0,9464,"calibration",7,"calibration",NA,NA,NA,NA,NA,NA,NA,NA,0.442802472770091,NA,0.557197527229909,0.851645348201596,16.985,"zobuh-kitob"
